session_id,session_date,variant,device,channel,route_type,flight_selected,checkout_started,booking_completed,booking_revenue
S011707,2026-05-27,Control,Tablet,Direct,Domestic,0,0,0,0
S011708,2026-05-21,Treatment,Mobile,Direct,International,0,0,0,0
S011709,2026-05-11,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011710,2026-05-10,Treatment,Mobile,Direct,Domestic,0,0,0,0
S011711,2026-05-05,Control,Mobile,Organic Search,Caribbean,1,0,0,0
S011712,2026-05-06,Treatment,Mobile,Email,Caribbean,0,0,0,0
S011713,2026-05-04,Control,Mobile,Email,Domestic,0,0,0,0
S011714,2026-05-16,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S011715,2026-05-08,Control,Desktop,Email,Domestic,0,0,0,0
S011716,2026-05-14,Treatment,Mobile,Email,Caribbean,0,0,0,0
S011717,2026-05-10,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S011718,2026-05-28,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S011719,2026-05-16,Control,Mobile,Direct,Domestic,0,0,0,0
S011720,2026-05-06,Treatment,Mobile,Direct,Caribbean,1,1,1,282.89
S011721,2026-05-10,Control,Desktop,Paid Search,Domestic,0,0,0,0
S011722,2026-05-24,Treatment,Tablet,Paid Search,Domestic,0,0,0,0
S011723,2026-05-21,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011724,2026-05-18,Treatment,Mobile,Organic Search,International,0,0,0,0
S011725,2026-05-21,Control,Mobile,Paid Search,International,0,0,0,0
S011726,2026-05-01,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S011727,2026-05-18,Control,Mobile,Paid Search,International,1,0,0,0
S011728,2026-05-28,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S011729,2026-05-01,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011730,2026-05-03,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S011731,2026-05-05,Control,Mobile,Email,Domestic,1,1,0,0
S011732,2026-05-15,Treatment,Desktop,Direct,Domestic,0,0,0,0
S011733,2026-05-13,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011734,2026-05-10,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S011735,2026-05-16,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011736,2026-05-12,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S011737,2026-05-21,Control,Mobile,Direct,Domestic,1,1,0,0
S011738,2026-05-03,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S011739,2026-05-11,Control,Mobile,Email,Domestic,1,0,0,0
S011740,2026-05-15,Treatment,Mobile,Paid Search,Domestic,1,1,1,213.47
S011741,2026-05-17,Control,Mobile,Direct,International,0,0,0,0
S011742,2026-05-24,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S011743,2026-05-15,Control,Desktop,Direct,International,1,1,0,0
S011744,2026-05-12,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S011745,2026-05-20,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011746,2026-05-12,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011747,2026-05-22,Control,Mobile,Direct,International,0,0,0,0
S011748,2026-05-21,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S011749,2026-05-14,Control,Desktop,Direct,International,0,0,0,0
S011750,2026-05-15,Treatment,Desktop,Direct,Domestic,0,0,0,0
S011751,2026-05-06,Control,Desktop,Direct,Caribbean,1,1,0,0
S011752,2026-05-18,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011753,2026-05-19,Control,Mobile,Email,Domestic,0,0,0,0
S011754,2026-05-02,Treatment,Mobile,Email,Caribbean,1,1,1,303.5
S011755,2026-05-07,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011756,2026-05-04,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S011757,2026-05-06,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S011758,2026-05-23,Treatment,Desktop,Direct,Domestic,0,0,0,0
S011759,2026-05-02,Control,Mobile,Email,Domestic,1,0,0,0
S011760,2026-05-12,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011761,2026-05-08,Control,Mobile,Email,Domestic,1,0,0,0
S011762,2026-05-25,Treatment,Mobile,Email,Domestic,1,1,1,261.19
S011763,2026-05-07,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S011764,2026-05-18,Treatment,Mobile,Email,Domestic,1,1,0,0
S011765,2026-05-01,Control,Mobile,Direct,Domestic,1,0,0,0
S011766,2026-05-20,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S011767,2026-05-08,Control,Mobile,Direct,Domestic,1,0,0,0
S011768,2026-05-27,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S011769,2026-05-23,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011770,2026-05-21,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011771,2026-05-16,Control,Mobile,Direct,Domestic,0,0,0,0
S011772,2026-05-25,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S011773,2026-05-27,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011774,2026-05-16,Treatment,Desktop,Email,Domestic,1,0,0,0
S011775,2026-05-01,Control,Mobile,Paid Search,Domestic,1,0,0,0
S011776,2026-05-08,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S011777,2026-05-19,Control,Mobile,Paid Search,International,1,0,0,0
S011778,2026-05-25,Treatment,Tablet,Paid Search,Caribbean,1,0,0,0
S011779,2026-05-18,Control,Mobile,Direct,Domestic,0,0,0,0
S011780,2026-05-15,Treatment,Mobile,Direct,Domestic,0,0,0,0
S011781,2026-05-13,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011782,2026-05-20,Treatment,Mobile,Email,Domestic,1,1,0,0
S011783,2026-05-25,Control,Mobile,Direct,Domestic,0,0,0,0
S011784,2026-05-16,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S011785,2026-05-16,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011786,2026-05-03,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S011787,2026-05-23,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011788,2026-05-14,Treatment,Desktop,Direct,Domestic,1,1,0,0
S011789,2026-05-03,Control,Mobile,Direct,Domestic,0,0,0,0
S011790,2026-05-25,Treatment,Mobile,Paid Search,International,1,0,0,0
S011791,2026-05-07,Control,Mobile,Direct,Caribbean,0,0,0,0
S011792,2026-05-13,Treatment,Desktop,Direct,Domestic,1,0,0,0
S011793,2026-05-11,Control,Desktop,Direct,Domestic,0,0,0,0
S011794,2026-05-22,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S011795,2026-05-27,Control,Mobile,Organic Search,International,0,0,0,0
S011796,2026-05-24,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S011797,2026-05-20,Control,Mobile,Paid Search,Domestic,1,1,0,0
S011798,2026-05-25,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S011799,2026-05-05,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011800,2026-05-21,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011801,2026-05-03,Control,Mobile,Paid Search,Domestic,0,0,0,0
S011802,2026-05-21,Treatment,Mobile,Organic Search,International,1,1,1,181.99
S011803,2026-05-08,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S011804,2026-05-07,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S011805,2026-05-11,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011806,2026-05-02,Treatment,Desktop,Paid Search,International,0,0,0,0
S011807,2026-05-15,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011808,2026-05-22,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S011809,2026-05-05,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S011810,2026-05-10,Treatment,Tablet,Paid Search,Caribbean,0,0,0,0
S011811,2026-05-17,Control,Mobile,Direct,Caribbean,1,1,0,0
S011812,2026-05-13,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011813,2026-05-01,Control,Mobile,Email,Domestic,0,0,0,0
S011814,2026-05-24,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011815,2026-05-21,Control,Desktop,Organic Search,Caribbean,1,1,1,248.88
S011816,2026-05-15,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S011817,2026-05-05,Control,Mobile,Direct,Domestic,1,0,0,0
S011818,2026-05-01,Treatment,Desktop,Direct,Domestic,1,1,1,311.52
S011819,2026-05-06,Control,Desktop,Paid Search,Domestic,1,1,0,0
S011820,2026-05-05,Treatment,Mobile,Organic Search,International,1,1,1,453.06
S011821,2026-05-18,Control,Mobile,Paid Search,International,1,1,1,362.52
S011822,2026-05-14,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S011823,2026-05-23,Control,Mobile,Direct,Caribbean,1,0,0,0
S011824,2026-05-22,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S011825,2026-05-27,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011826,2026-05-04,Treatment,Mobile,Direct,Domestic,0,0,0,0
S011827,2026-05-15,Control,Mobile,Paid Search,Domestic,1,0,0,0
S011828,2026-05-20,Treatment,Mobile,Email,International,0,0,0,0
S011829,2026-05-02,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011830,2026-05-14,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S011831,2026-05-03,Control,Desktop,Email,International,0,0,0,0
S011832,2026-05-14,Treatment,Desktop,Organic Search,Caribbean,1,1,0,0
S011833,2026-05-14,Control,Mobile,Organic Search,Domestic,1,1,1,258.2
S011834,2026-05-19,Treatment,Desktop,Email,Domestic,1,1,1,416.87
S011835,2026-05-02,Control,Desktop,Paid Search,Domestic,1,1,0,0
S011836,2026-05-03,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S011837,2026-05-18,Control,Tablet,Paid Search,Caribbean,0,0,0,0
S011838,2026-05-03,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S011839,2026-05-08,Control,Mobile,Direct,Domestic,1,0,0,0
S011840,2026-05-08,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S011841,2026-05-22,Control,Mobile,Paid Search,Domestic,1,1,1,237.35
S011842,2026-05-10,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011843,2026-05-11,Control,Mobile,Direct,Domestic,0,0,0,0
S011844,2026-05-13,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011845,2026-05-06,Control,Mobile,Direct,Domestic,1,0,0,0
S011846,2026-05-24,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011847,2026-05-16,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011848,2026-05-23,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011849,2026-05-04,Control,Mobile,Direct,Domestic,0,0,0,0
S011850,2026-05-02,Treatment,Desktop,Email,Domestic,1,0,0,0
S011851,2026-05-19,Control,Mobile,Direct,Domestic,1,1,1,432.26
S011852,2026-05-07,Treatment,Desktop,Direct,International,1,0,0,0
S011853,2026-05-07,Control,Mobile,Direct,Domestic,1,1,1,359.33
S011854,2026-05-13,Treatment,Tablet,Direct,Domestic,1,0,0,0
S011855,2026-05-21,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S011856,2026-05-14,Treatment,Desktop,Organic Search,International,1,1,0,0
S011857,2026-05-12,Control,Mobile,Direct,Caribbean,0,0,0,0
S011858,2026-05-04,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S011859,2026-05-09,Control,Tablet,Paid Search,Domestic,1,1,0,0
S011860,2026-05-10,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S011861,2026-05-02,Control,Mobile,Direct,International,1,1,1,363.68
S011862,2026-05-26,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S011863,2026-05-09,Control,Desktop,Direct,Domestic,1,0,0,0
S011864,2026-05-08,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S011865,2026-05-27,Control,Desktop,Organic Search,International,1,1,0,0
S011866,2026-05-25,Treatment,Tablet,Email,Domestic,0,0,0,0
S011867,2026-05-20,Control,Desktop,Organic Search,International,1,0,0,0
S011868,2026-05-18,Treatment,Tablet,Organic Search,Domestic,1,0,0,0
S011869,2026-05-16,Control,Mobile,Direct,Domestic,0,0,0,0
S011870,2026-05-06,Treatment,Mobile,Direct,Domestic,1,1,1,229.58
S011871,2026-05-20,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011872,2026-05-05,Treatment,Mobile,Email,Domestic,0,0,0,0
S011873,2026-05-05,Control,Desktop,Email,Caribbean,1,1,1,372.55
S011874,2026-05-14,Treatment,Desktop,Organic Search,Caribbean,1,0,0,0
S011875,2026-05-05,Control,Tablet,Organic Search,Domestic,0,0,0,0
S011876,2026-05-14,Treatment,Desktop,Direct,Domestic,1,0,0,0
S011877,2026-05-06,Control,Mobile,Organic Search,International,1,1,0,0
S011878,2026-05-02,Treatment,Tablet,Direct,Caribbean,1,1,1,156.67
S011879,2026-05-15,Control,Desktop,Organic Search,Domestic,1,1,1,440.17
S011880,2026-05-05,Treatment,Desktop,Direct,Domestic,1,1,1,158.77
S011881,2026-05-10,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S011882,2026-05-22,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S011883,2026-05-12,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011884,2026-05-15,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S011885,2026-05-16,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011886,2026-05-19,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S011887,2026-05-17,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011888,2026-05-23,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S011889,2026-05-13,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011890,2026-05-13,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011891,2026-05-09,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S011892,2026-05-04,Treatment,Tablet,Paid Search,Domestic,1,0,0,0
S011893,2026-05-25,Control,Desktop,Paid Search,Domestic,1,0,0,0
S011894,2026-05-27,Treatment,Desktop,Direct,Domestic,1,0,0,0
S011895,2026-05-05,Control,Mobile,Direct,Domestic,1,1,1,406.92
S011896,2026-05-14,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011897,2026-05-02,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S011898,2026-05-07,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011899,2026-05-11,Control,Mobile,Direct,Domestic,0,0,0,0
S011900,2026-05-06,Treatment,Desktop,Direct,Domestic,1,1,0,0
S011901,2026-05-01,Control,Desktop,Direct,International,1,1,0,0
S011902,2026-05-20,Treatment,Mobile,Organic Search,International,1,1,0,0
S011903,2026-05-17,Control,Mobile,Organic Search,International,1,0,0,0
S011904,2026-05-06,Treatment,Desktop,Direct,International,1,1,0,0
S011905,2026-05-01,Control,Mobile,Paid Search,Domestic,0,0,0,0
S011906,2026-05-12,Treatment,Desktop,Direct,Domestic,0,0,0,0
S011907,2026-05-27,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011908,2026-05-18,Treatment,Desktop,Paid Search,Caribbean,1,0,0,0
S011909,2026-05-04,Control,Mobile,Paid Search,Domestic,1,0,0,0
S011910,2026-05-21,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S011911,2026-05-21,Control,Desktop,Paid Search,Domestic,0,0,0,0
S011912,2026-05-09,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S011913,2026-05-13,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011914,2026-05-15,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011915,2026-05-27,Control,Desktop,Direct,Caribbean,1,1,0,0
S011916,2026-05-09,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S011917,2026-05-06,Control,Desktop,Direct,Domestic,0,0,0,0
S011918,2026-05-28,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011919,2026-05-01,Control,Mobile,Direct,Caribbean,0,0,0,0
S011920,2026-05-18,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011921,2026-05-19,Control,Mobile,Paid Search,Domestic,0,0,0,0
S011922,2026-05-27,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011923,2026-05-28,Control,Mobile,Email,Domestic,0,0,0,0
S011924,2026-05-08,Treatment,Desktop,Email,Domestic,1,1,1,437.72
S011925,2026-05-02,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011926,2026-05-23,Treatment,Desktop,Direct,International,1,0,0,0
S011927,2026-05-02,Control,Desktop,Direct,Domestic,0,0,0,0
S011928,2026-05-15,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S011929,2026-05-13,Control,Desktop,Direct,Domestic,0,0,0,0
S011930,2026-05-24,Treatment,Desktop,Paid Search,Caribbean,0,0,0,0
S011931,2026-05-27,Control,Mobile,Direct,Domestic,1,1,0,0
S011932,2026-05-18,Treatment,Mobile,Paid Search,International,1,1,0,0
S011933,2026-05-20,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011934,2026-05-11,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S011935,2026-05-20,Control,Mobile,Direct,Caribbean,0,0,0,0
S011936,2026-05-20,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S011937,2026-05-08,Control,Desktop,Paid Search,Domestic,0,0,0,0
S011938,2026-05-18,Treatment,Mobile,Direct,International,0,0,0,0
S011939,2026-05-10,Control,Mobile,Direct,International,0,0,0,0
S011940,2026-05-04,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S011941,2026-05-07,Control,Desktop,Direct,Caribbean,0,0,0,0
S011942,2026-05-24,Treatment,Desktop,Paid Search,International,1,1,0,0
S011943,2026-05-10,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011944,2026-05-28,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S011945,2026-05-21,Control,Tablet,Organic Search,Domestic,1,1,1,398.19
S011946,2026-05-20,Treatment,Mobile,Paid Search,International,1,0,0,0
S011947,2026-05-23,Control,Mobile,Organic Search,Domestic,1,1,0,0
S011948,2026-05-07,Treatment,Mobile,Direct,Domestic,1,1,1,303.49
S011949,2026-05-03,Control,Mobile,Direct,Domestic,1,1,1,411.99
S011950,2026-05-10,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S011951,2026-05-07,Control,Mobile,Direct,Caribbean,1,0,0,0
S011952,2026-05-19,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S011953,2026-05-24,Control,Mobile,Email,Domestic,0,0,0,0
S011954,2026-05-18,Treatment,Mobile,Email,Caribbean,1,0,0,0
S011955,2026-05-24,Control,Mobile,Direct,Domestic,0,0,0,0
S011956,2026-05-17,Treatment,Tablet,Direct,Domestic,1,1,0,0
S011957,2026-05-22,Control,Tablet,Direct,Domestic,0,0,0,0
S011958,2026-05-03,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S011959,2026-05-23,Control,Mobile,Email,Domestic,0,0,0,0
S011960,2026-05-20,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S011961,2026-05-01,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S011962,2026-05-28,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S011963,2026-05-02,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S011964,2026-05-03,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S011965,2026-05-01,Control,Mobile,Paid Search,Domestic,0,0,0,0
S011966,2026-05-13,Treatment,Mobile,Organic Search,Domestic,1,1,1,331.09
S011967,2026-05-15,Control,Mobile,Direct,Domestic,0,0,0,0
S011968,2026-05-04,Treatment,Desktop,Direct,Domestic,1,1,0,0
S011969,2026-05-07,Control,Mobile,Email,Domestic,1,1,0,0
S011970,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S011971,2026-05-16,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011972,2026-05-03,Treatment,Mobile,Email,Domestic,1,0,0,0
S011973,2026-05-09,Control,Mobile,Organic Search,Domestic,0,0,0,0
S011974,2026-05-20,Treatment,Mobile,Paid Search,Caribbean,1,1,0,0
S011975,2026-05-07,Control,Desktop,Organic Search,Domestic,0,0,0,0
S011976,2026-05-11,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S011977,2026-05-03,Control,Mobile,Direct,Domestic,1,0,0,0
S011978,2026-05-03,Treatment,Mobile,Direct,International,1,1,0,0
S011979,2026-05-23,Control,Mobile,Paid Search,Caribbean,1,1,1,257.52
S011980,2026-05-03,Treatment,Mobile,Paid Search,Caribbean,1,1,1,244.27
S011981,2026-05-08,Control,Mobile,Email,Domestic,1,1,0,0
S011982,2026-05-05,Treatment,Desktop,Direct,Domestic,1,0,0,0
S011983,2026-05-05,Control,Mobile,Paid Search,Domestic,1,1,0,0
S011984,2026-05-08,Treatment,Mobile,Email,Domestic,1,0,0,0
S011985,2026-05-14,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S011986,2026-05-12,Treatment,Mobile,Direct,Domestic,1,0,0,0
S011987,2026-05-05,Control,Desktop,Paid Search,International,0,0,0,0
S011988,2026-05-15,Treatment,Tablet,Organic Search,Caribbean,1,0,0,0
S011989,2026-05-11,Control,Desktop,Organic Search,Caribbean,1,0,0,0
S011990,2026-05-18,Treatment,Mobile,Direct,Domestic,1,1,0,0
S011991,2026-05-06,Control,Mobile,Direct,Domestic,1,0,0,0
S011992,2026-05-28,Treatment,Desktop,Paid Search,Caribbean,1,1,1,457.7
S011993,2026-05-18,Control,Mobile,Organic Search,Domestic,1,0,0,0
S011994,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S011995,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S011996,2026-05-11,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S011997,2026-05-20,Control,Desktop,Direct,Domestic,0,0,0,0
S011998,2026-05-13,Treatment,Desktop,Direct,Domestic,0,0,0,0
S011999,2026-05-23,Control,Desktop,Direct,Domestic,1,0,0,0
S012000,2026-05-05,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S012001,2026-05-10,Control,Desktop,Organic Search,Domestic,1,0,0,0
S012002,2026-05-09,Treatment,Mobile,Direct,Domestic,1,0,0,0
S012003,2026-05-16,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S012004,2026-05-10,Treatment,Mobile,Direct,Domestic,1,0,0,0
S012005,2026-05-12,Control,Mobile,Direct,Caribbean,0,0,0,0
S012006,2026-05-14,Treatment,Mobile,Direct,Domestic,1,0,0,0
S012007,2026-05-04,Control,Desktop,Organic Search,Domestic,1,0,0,0
S012008,2026-05-18,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S012009,2026-05-24,Control,Desktop,Paid Search,Domestic,1,0,0,0
S012010,2026-05-06,Treatment,Mobile,Direct,Domestic,0,0,0,0
S012011,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S012012,2026-05-15,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S012013,2026-05-21,Control,Mobile,Email,Caribbean,0,0,0,0
S012014,2026-05-24,Treatment,Mobile,Direct,Domestic,0,0,0,0
S012015,2026-05-13,Control,Tablet,Paid Search,Domestic,0,0,0,0
S012016,2026-05-12,Treatment,Mobile,Email,Domestic,1,1,0,0
S012017,2026-05-21,Control,Mobile,Paid Search,Domestic,0,0,0,0
S012018,2026-05-25,Treatment,Tablet,Organic Search,Caribbean,1,0,0,0
S012019,2026-05-25,Control,Desktop,Paid Search,Domestic,1,1,0,0
S012020,2026-05-12,Treatment,Desktop,Direct,Domestic,0,0,0,0
S012021,2026-05-11,Control,Mobile,Organic Search,Domestic,1,0,0,0
S012022,2026-05-14,Treatment,Mobile,Direct,Domestic,0,0,0,0
S012023,2026-05-20,Control,Mobile,Direct,Caribbean,0,0,0,0
S012024,2026-05-25,Treatment,Mobile,Organic Search,International,1,0,0,0
S012025,2026-05-26,Control,Mobile,Paid Search,Domestic,1,1,0,0
S012026,2026-05-03,Treatment,Mobile,Direct,International,0,0,0,0
S012027,2026-05-23,Control,Mobile,Organic Search,Domestic,0,0,0,0
S012028,2026-05-10,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S012029,2026-05-20,Control,Desktop,Organic Search,Domestic,0,0,0,0
S012030,2026-05-17,Treatment,Tablet,Direct,Caribbean,1,1,0,0
S012031,2026-05-14,Control,Desktop,Email,Caribbean,0,0,0,0
S012032,2026-05-22,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S012033,2026-05-14,Control,Mobile,Email,Caribbean,0,0,0,0
S012034,2026-05-25,Treatment,Mobile,Direct,International,0,0,0,0
S012035,2026-05-11,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S012036,2026-05-12,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S012037,2026-05-28,Control,Desktop,Email,Domestic,1,1,0,0
S012038,2026-05-07,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S012039,2026-05-24,Control,Mobile,Organic Search,Domestic,0,0,0,0
S012040,2026-05-01,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S012041,2026-05-09,Control,Mobile,Direct,Domestic,0,0,0,0
S012042,2026-05-04,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S012043,2026-05-16,Control,Desktop,Direct,Domestic,1,1,0,0
S012044,2026-05-20,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S012045,2026-05-27,Control,Tablet,Organic Search,International,1,1,0,0
S012046,2026-05-17,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S012047,2026-05-16,Control,Mobile,Paid Search,Domestic,0,0,0,0
S012048,2026-05-10,Treatment,Mobile,Direct,Domestic,1,0,0,0
S012049,2026-05-01,Control,Mobile,Email,Domestic,0,0,0,0
S012050,2026-05-25,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S012051,2026-05-18,Control,Mobile,Direct,Domestic,0,0,0,0
S012052,2026-05-12,Treatment,Desktop,Paid Search,Caribbean,0,0,0,0
S012053,2026-05-24,Control,Mobile,Direct,Domestic,1,0,0,0
S012054,2026-05-08,Treatment,Desktop,Direct,Domestic,1,0,0,0
S012055,2026-05-04,Control,Mobile,Paid Search,International,0,0,0,0
S012056,2026-05-12,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S012057,2026-05-09,Control,Desktop,Direct,Domestic,1,0,0,0
S012058,2026-05-22,Treatment,Desktop,Email,Caribbean,1,1,0,0
S012059,2026-05-16,Control,Mobile,Organic Search,Domestic,1,1,0,0
S012060,2026-05-15,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S012061,2026-05-28,Control,Mobile,Paid Search,Caribbean,1,1,1,198.35
S012062,2026-05-05,Treatment,Mobile,Paid Search,Caribbean,1,1,0,0
S012063,2026-05-13,Control,Mobile,Organic Search,Domestic,0,0,0,0
S012064,2026-05-01,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S012065,2026-05-28,Control,Mobile,Email,Caribbean,0,0,0,0
S012066,2026-05-02,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S012067,2026-05-10,Control,Mobile,Paid Search,Domestic,1,1,1,387.79
S012068,2026-05-24,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S012069,2026-05-23,Control,Mobile,Direct,Domestic,0,0,0,0
S012070,2026-05-28,Treatment,Desktop,Direct,Caribbean,1,1,0,0
S012071,2026-05-12,Control,Desktop,Organic Search,International,0,0,0,0
S012072,2026-05-13,Treatment,Mobile,Direct,Domestic,1,1,1,311.27
